Package Name,Reviewer name,Review,Rating
com.pluscubed.matlog,Peter Aarnoutse,"Tried MatLog because Nolan Lawson's CatLog (which I used before) didn't work anymore at my device after upgrading to Oreo. Unfortunately, exactly same problem encountered when using MatLog: Just spinning, no details shown.     Replaced now by Logcat Extreme, which appeared to work OK at my OnePlus 5 running OxygenOS 5.1.1 (=Android 8.1.0).",1
com.pluscubed.matlog,Salih ÖZEN,"App is very good for finding errors. But it is running in the background 
and it cause ""logd"" battery drain. There isn't any option to stop it.",4
com.pluscubed.matlog,A Google user,"It spams the log itself with TONS of ""setTypeface with style: 0"" messages; sometimes it doesn't display logs anymore after pausing/clearing.",2
com.pluscubed.matlog,Jordan,"Excellent Tool. I wish you could pause and take multiple partials in same stop.   There are also some bugs experienced, Log refresh upon launch seems to be a problem for a long time.",5
com.pluscubed.matlog,Nick Henson,"Unable to send ""Share"", when selecting ""As Attachment"" or ""As Text"" MatLog has stopped.",2
com.pluscubed.matlog,BirdFrogTurtle BirdFrogTurtle,"Very nice when working, which has been most of the time, but is now become unable to populate log when sensitive data filter is enabled on LOS 14.1.",3
com.pluscubed.matlog,Purian23,Thank you for keeping this up to date. Best out there!,5
com.pluscubed.matlog,Dmytro Sheludko,"Granted the root access to it. It tries to load the logs, but then just hangs and i need to force close the app. A bit similar problem is present in nolan lawson's catlog, but it lags for a few seconds and after that it runs just fine. Xiaomi mi 5.",1
com.pluscubed.matlog,Mike G,"No longer works, just spins",3
com.pluscubed.matlog,Jason Vidal,"Installed, opened, asked for root then literally spun the loading circle animation. Nothing happening after that. Using Resurrection Remix 5.8.3 nougat custom rom on hlte",1
com.pluscubed.matlog,Praful Kothari,Great app,5
com.pluscubed.matlog,MeccaTronics Channel,"Beautiful, easy to use, and detailed information. Thank you!",5
com.pluscubed.matlog,AK Amith Kiran,"Working fine and helpful, thanks.",5
com.pluscubed.matlog,Hiệp Trần,"Except modern UI, this app is no different from CatLog. We still can't save file with space...",2
com.pluscubed.matlog,Raju Shetty,After installing it says you have to root your device or connect with android SDK..,1
com.pluscubed.matlog,Randy Vallian,Good,5
com.pluscubed.matlog,Matej Svec,"hey, good job you did there!",5
com.pluscubed.matlog,Lsc Saelim,Love it.  Keep up the good work!,5
com.pluscubed.matlog,filip rrs,Bravo!,5
com.pluscubed.matlog,Amal' Samally,Very helpful app!,5
com.pluscubed.matlog,Rohit Goswami,Pretty and functional,5
com.pluscubed.matlog,Aditya G.,Very handy and useful.,5
com.pluscubed.matlog,Daniel Verhoef,Useful and clean material design as well!,5
com.pluscubed.matlog,Usman Abdul Halim,I'm using CatLog before but kinda lack of that nice UI feels. And this app is the answer.,5
com.pluscubed.matlog,Dhafin Muktafin,"Don't forget to root your device, guys. This app is useful for developer 👍 Works well on Xiaomi Mi4 👍",4
com.pluscubed.matlog,Ouwesh Seeroo,Thanks,5
com.pluscubed.matlog,Vikas Babu,Awesome,5
com.pluscubed.matlog,Kevin Jimenez,The best!,5
com.pluscubed.matlog,Juan Irungaray,"If you need root access you should tell it upfront, before user wastes its time and data downloading an app that does nothing wothout it.",2
com.pluscubed.matlog,blind rodro,Based on catlog :),5
com.pluscubed.matlog,Edvinas B,this is what i've been looking about logcat! it was bade on gingerbread... And now is marshmallow/lollipop era. Very very nice and looks very identical to catlog app!,5
